Review,Rating
I went with my family including kinds for a dinner. Must say had an awesome time. Chef Poonam was excellent with the Indian Cuisines. We ordered for Biriyani twice. Vipin serving us was cordial and ensured that my wife and children have a good dining experience. The chef provided us with multiple complimentary dishes. Kids loved the desserts. On top of it....Manager Ajith gave us some discounts at his end. Would definitely visit again.,5
We loved hospitality and food here. Chef did his best.staff is really humble and understands the needs. I really loved the presentation. Thanks Ajit and Poonam for your great efforts to make me comfortable!!,4
We jus finished 100 conference at Hyatt manesar the services were excellent special thank to mr anjit rana Banquet manager who works tirelessly and sincerely to make this event perfect.   Thanks to team Hyatt manesar,5
"We went there for our first anniversary and our stay was fantastic. The best experience was our breakfast and dinner at the hotel, service provided by mr. Anoop, mr Ajit and Mr.Neelanshu. Thank you guys for making our stay memorable. Goodluck.",5
"One of the best convention hotel I ever visited to arrange residential conferences. Huge Ball Room with spacious rooms. Many thanks to the entire staff to make Happy Health India event successful. Thanks for handling last minute amendments so nicely.  When you have great leaders like Abhilash and Ashish you just have to believe in them and at end you always get great event Thanks entire Hyatt team I would like to specially thanks Rohit for assuring me that I have chosen rite hotel for my residential conference Vishal, Ishank, Shankar, Diksha for handling smooth check in and check out Nishant, Ajit for handling conference so smoothly Tanima for handling all housekeeping requirements You all have given more than 100% to just make sure that every guest goes happy  THANKS ROHIT",5
"It was a amazing experience in Hyatt we loced the place from check-in to check out we enjoyed a lot special thanks to MR VISHAL MALIK , BALKRISHNA, RAM, DIKSHA , NISHANT BANQUET MANAGER WE WILL VISIT AGAIN",5
It was amazing stay with hyatt regency gurgaon ishank vishal balkrishan diksha virender umesh mahadev shoobharam mayank shankar  . Each and everyone were so helpful. Great hospitali will always visit hyatt .,5
"It's great time with Hyaat regency gurugaon. Superb and wonderful experience we had at hotel. Best staff ( Vishal , Diksha,Balkrishna,Nishant,Ishank) neat and clean rooms and best food service all veg and nonveg items are awesome.",5
"I enjoyed a lot form checkin a lady name diksha welcomed us, balkrishan i very nice gentlemen helped us to find out near by tourist place special thanks to vishal,nishant,amit,himanshu,ishank we will visit again",5
"Great hotel.. Great service.. Must visit and happening place...  Great service by engeenering guy pintu.. Balkrishnan , Vishal DM,Diksha from FO.  Great service.. Co operative.. Active team..   Great team spirit .. Thanks all.. Will visit again..",5
Yesterday my stay was in the hotel.security staff was nice.they welcome us in the property that make a smile on my face.  A warm welcome and smooth checkin by front office staff. Shankar help out us regarding room key issue.   Resturant -:  Service was awsome. Hostess welcome us in the morning breakfast deepali👍 (not sure about her name). Anjana (future lady chef❤) also there for our assistance. There is trainee at bakery counter he made waffles for me. Waffles was so yummy i forget his name. Thanks for him. Service team was also great. Everyone was too good. One staff (sardar ji) ask about the food and experience thanks to him as well. Mayank also attend us in the resturant. Two boys attend our table in the breakfast one slim boy and one tall boy.thank you all  service team.,5
"Mr.shankar made it so special that i had no option but to extend both my rooms, it is a perfect resort and 5 star place to chill and relax , best taste of food brunch and dinner , staff is best cooperative and there is no other better option for a relaxed staycation ",5
"We stayed at Hyatt Regency Gurgaon for a night on 2nd Jan 2021.The rooms are very spacious and the over all their service is excellent. I'd like to mention a few people who ensured our stay becomes a memorable one. I'd like to thank Mayank, Vipin and Ajay from Restaurant team who took care of food. I was initially stressed about the same but they along with the chef khagendra ensured the food as just like home cooked food. Another person I'd like to thank is Akshay from the Housekeeping department. He was very helpful. The staff over all is very helpful , Our stay was truly a great one. Thank you everyone at Hyatt Gurgaon.",5
"We recently visited Hyatt Gurgaon for New Year bash 2021 and had a gala time. Awesome celebration with wide spread of buffet menu, spectacular decoration with special mention to live romantic music.Thank you Mr. Rishabh for ensuring our comfortable and pleasant stay.",4
It was awesome celebration and the staff  was very cooperative and good services ...I had a plaster in my leg I got all the assistance on time didn't got any prob and Rishabh tyagi was the guy I dealt with he was just one call away for any assistance 😊,5
The resort is valuable to visit. I was very satisfied with the maintenance and the buffet. A bit more improvement could be there in service but still i would suggest that u can visit once without being bored,4
"Excellent and very well arrange stuff, we were with family and booked for a room and new year party trust on me it was one of my 2021 best decision to start this year!!!  A gentleman Rishabh who help us in booking and all through the time he was in touch for regular feedback and look after all our need, the best part I like being himself so busy he was looking after so many guest which was a good sign of professional.  We will visit again and again to this hotel!!! Beautiful rooms and beautiful hotel!!!  Cheersss to 2021",5
"We stayed on new year 2020-21,awesome arrangement,live singing,spacious ballroom for dance and dj,food quality was good  rooms are spacious,bath tub was also there,mr rishab was very helpful throughout till the time we stayed there..",5
"The property is a lavish one with the best one can experience..I would extend hearty regards to Shankar the duty manager from front office for really taking an initiative and make my stay a memorable one,loved his personality and presence of mind...happy new year team Hyatt",5
Enjoyed the evening and Sudhanshu treated us really well. It was a lovely day 😊. Everything was very nice and quiet impressive. Evening was lovely and Sudhanshu was a great host. Loved everything about Hyatt.,5
"Had the best time here with my family on New year's Eve. The staff is amazing - very helpful and friendly, especially mr. Sudhanshu! His service and friendliness with everyone was amazing! We have loved our time here ❤️",5
It was a great evening ! The guys at Hyatt are exceptionally friendly and caring. Rishabh and Sudhanshu on First floor restaurant served us really well. We really enjoyed the time at Hyatt this weekend.  Highly recommended ,5
"Visited for a leisure family trip of 2N. I must say, it's a very amazing and hospitable place. The staff is courteous and polite. Hotel is well kept and nicely maintained. Good to see all safety protocols being followed.  The restro serves great buffet spread and the service given to us by Mr Sachin in Food District was impeccable, highly recommended.",5
Special thanks to Harbhajan ajit and ajay for celebrating bday and arranging delicious cake.  Staying here for long term and staff is very courteous and always go extra mile to feel us happy. Food is always as per our pallets and thanks to chef incharge poonam and vinay.  Harbhajan is your real asset... Keep it up...   Regards Malkeet singh 9560952303,5
I have enjoyed a very pleasant stay at Hyatt Regency Gurgaon. We were warmly welcome by Vishal Malik-Duty manager. The service and friendliness that we received was excellent. Everything about this hotel is really great from the reception to the room. All of the staff is very efficient and friendly and an absolute credit to the hotel specially would like to mention the name of Vishal Malik  who is really assets to this hotel. The room was clean and spacious with a good view. I will definitely coming to this Hotel in near future.,5
"The visit at Regency was at its best as usual. Right from the booking till the check out, all was fine.. The kind gesture of the staff and the warmth at the Restaurant while preparing and serving the food was awesome. would like to visit again",5
"We came for brunch on Christmas and it was an excellent experiance , food was amazing and loved the live counter of Asian food where hot dimsum and lived sushi were getting ready , it was an excellent arrangement done.  Special thanks to Rishabh for taking our booking and offering us the best table at pool side also would like to to thank Ajay and harbhajan for the best service.  Also like the santa extry it was really interesting santa coming on self ride Bullet!!!!!  Excellent work!!!",5
Enjoyed every moment in the hotel premises. The food was really good and staff was really nice and polite. Had a really good time and enjoyed the Christmas celebration brunch immensely. Would like to revisit soon.,5
"We have been by our father to celebrate the Christmas and thanks to Nishant and his team for making our brunch a great show , we enjoyed alot crafty and tasty food by the chef's and last not the least kudos to Hyatt regency gurgaon and Nishant to make our eve a great eve  Merry X-Mas everyone",5
Very nice service by Mr. shankar dev rai very polite attitude and very friendly i would always recommend him for any services. Everything was perfect and we enjoyed soo much all thanks to MR. shankar dev rai.,5
24th eve were absolutely as per our pallets. Also service was make additional star to the beautiful evening. Chef Biak make excellent thai curry. Special thanks to himanshu at lounge. Dining was made excellent by ajay aakash sachin harshit harbhajan mayank.,5
"This my first visit in Hyatt regency gurgaon the hotel very nice .we had dinner in kitchen district is was great experience thank to kitchen district staff speccily Mr Ajay  , Manager Mr Mayank ,Mr Rishabh ,Sadveer they are verygood in there professionals",5
Have mentioned a few in previous comment which can actully help to improve.  1. sanitizer pouches as part of room consumables (2-3)  2. effective sanitization of people servimg at breakfast area as interaction is much higher here overall stay was good and satisfied with the services,4
"We have enjoyed the warm hospitality, The wedding was enlivened, Thanks to Mr.Agarwal and Thanks to the entire team of Hyatt Regency Gurgaon. Special Mention - Amit,satveer and Nishant, they have done from the out of the box to fulfill each and every aspect of the function.",5
"We organised our engagement ceremony here in October'20 after a thorough survey of all 5 stars in Gurgaon and Hyatt was by far the best choice. Vikas, the executive who dealt with us was extremely helpful and helped us organise a perfect event even in such stressful times. The food was one of the best we've had at a 5 star and the service was exceptional. Right from food tasting, decoration, to room bookings, we were very well supported at every step. The ballroom is an exceptional venue for the event. In fact we like the venue and service so much that we approached Vikas for the wedding reception too which we will be hosting there in Jan. I think Hyatt sits at the perfect intersection of good food, beautiful venue, great staff and service and perfect pricing.",5
"We had an awesome time there. Everything including the suite, food, service, vibe was amazing. We went for a few nights just after our wedding with so much exhaustion. And couple massage and Jacuzzi helped a lot in relaxing.",5
Great location and absolutely brilliant service. Everyone was friendly and very accommodative. I recommend 100%to all future guests. Fantastic food and prompt in-room service. Will definitely visit again.,5
"Thank you Hyatt Regency gurgaon for the wonderful stay and experience at your hotel.Rooms and bathroom were clean .Would like to thank restaurant  and kitchen team to make our dinner memorable.Chef poonam,Bhijit were courteous enough to make food to our taste buds and expectations. Mayank ,Nishant , and deepak in the restaurant were courteous and ensure speedy service to us during our dinner time. During Next day breakfast also mayank with his team made  sure our breakfast go well.The food was delicious. Rooms were clean.Thanyou Hyatt to make our stay amazing ,we will definitely come back soon",5
"We stayed at Hyatt Regency Gurgaon early this month for our anniversary celebration. It was a mark of an impacable service and hospitality right from keeping the first step at the main porch to front desk to room service. A heartiest thank you to everyone for making our day special. And a very special thank you to FnB Manger Mr. Sudhir Sangwan,  Restaurant Manager Mr. Rishab and person who did room service for us all the time (Apologies can't remember the name). I will definitely plan another visit soon and will recommend the hotel to everyone in my network.",5
"After 6 months finally planned  and Visited this beautiful hotel with my wife and son on Saturday to celebrate my birthday.  The hotel had followed all the covid 19 protection measure and there were boards in all area which requested guest to follow and practice social distancing ,wearing masks etc. I could  easily identify sanitizerbottles all around public area .The check in was smooth and fine.I stayed on 11th floor the room had a beautiful view of aravali.They placed a  chocolate truffle cake for my birthday which was really kind of them.Had ordered my dinner through room service to my surprise order take also wished me birthday wishes.The food wa s  good  and hot which came in trolley with hot warmer.Staff at the hotel were wearing mask and gloves .During my breakfast next",5
Stay was awesome thank you team hyatt regency gurgaon for such a wonderful experience restaurant service is very quick i loved the place will visit again. Room is very spacious reception team is very helpful,5
"Hyatt regency Gurgaon is an amazing property for relaxing and we enjoyed every bit of it. The food and service was great, thanks to the team there restaurant and spa was excellent our stay was comfortable and memorable.",5
It was a good stay! With all safety measures taken by the hotel in this pandemic time.The food was excellent and the staff superb !There was a staff member Mr. Shanker at the front desk who was particularly helpful. loved the location Would definitely stay here again!,5
"Family stay for two nights while in between shifting of homes...was a comfortable shift for my 9 month old daughter...took a package inclusive of dinner, COVID protocols in place, crib facilities available though they were niggles with the cribs it was sorted out...food was good",5
"Pathetic, careless and unsafe are three words that are understatement to explain the attitude and behavior of the hotel and their staff in this world which is still trying to come out of the impact of the pandemic. The dreaded viral infection of corona is still pretty much rampant and no city, no nation has been able to recover from this but it seems this hotel on the outskirts of Gurgaon has found ‘some sort of cure and means to immunize their staff and guests’ Let me be very straight and upfront for ease of everyone’s understanding. We were  a group of 2 couples with children, decided to check into this hotel for the weekend thinking that Hyatt as a brand would be taking all necessary precautions and following the COVID-19 safety protocols as mandated by MHA but to our utter",1
"We stayed in the Regency suite on the 15th floor and it was absolutely amazing! This large and luxurious suite comes with a living room, bedroom and a humongous bathroom with a walk in closet. The swanky bathroom comes with a lovely jacuzzi bathtub. The multicusine restaurant left us spoilt with choice and the food was great. We also loved the hospitality and great service. Overall, we had a lovely stay here. ",5
"Stayed at a Regency Suite Room under the Staycation package. Spacious and nice suite, worth it. However, the main bathroom basin was cracked. Food was great. Staff was exceptionally helpful. Kitchen District restaurant was the only one open - food quality and taste was great, but what was very disappointing was that the plates, cutlery and crockery consistently looked unclean, as though not properly washed, which is not expected. In terms of Covid-related safety measures, other than this last aspect mentioned, the hotel seemed to implement measures adequately.",4
"Mr. Ajay, Mr. Amit did the best to serve our family on my birthday during such a difficult pandemic times. I wish them best for them and for the Hyatt who has such a capable team. Thanks to Mayank for taking my reservation and communicating my actual requirements to the team. Thanks to chef for all delicacies.  Thanks Amit and Ajay. Cheers.",5
It was just a day stay at Hyatt with my family and had a great and safe experience during this Covid time. The entire staff was very helpful. They took all precautionary steps to make our stay safe and peaceful at the same time.,4
"Stayed at the hotel in the first week of December to celebrate our anniversary. The room was clean and we were so contended with the safety and hygienr of the hotel.  Food was delicious. Special mention to the restaurant manager Rishabh for suggesting us various types of meals. He also ensured that he followed up if it was as per our liking. I absolutely loved that he was considerate that we were staying with a small baby, so he kept asking us if we need something for the baby. Such team members are an asset to the company.  Recommended for stay for everyone. And we will visit again soon for sure.",5
"We had a stay for 3 days at hyatt regency with family, relatives and friends for my sister's wedding. All of us had an amazing time there. From the start entire staff was very helpful but one person 'Aurka' stands out who was there for us from start till end. He is a dedicated employee of hyatt who made sure we had a pleasant stay and experience best time of our life. There may have been couple of hiccups which are quite normal when it comes to managinf wedding functions but Aurka dealt with our issues and resolved them in a timely manner. He was always available on phone to answer all our queries. We really enjoyed our stay and built a fabulous relationship with Aurka that will definitely motivate us to come back to Hyatt again. Thank you Aurka and thank you all hyatt staff for",5
Thanks for this lovely service .Mr harbhajan is very polite and responsible person I found.rest all breakfast staff hard-hit Sachin sudhanshu all are good with their service and nurture service. thanks for all of this . Warm regards J.S Bedi (ICAS officer),5
"We had a great time at Hyatt Regency, Gurgaon. The venue hall is big and can easily accommodate 500-600 people. The staff was very friendly to work with. Quality food is served here. Overall, this is a highly recommended property.",5
"We have been visiting Hyatt Manesar for many years and each time the service and stay has been excellent. Though on our last visit in November this year things were not as great as our expectations and maybe the changing times and staff could have been a reason for the same. Quality of food especially ""Pizza and Pasta"" was not upto the mark. Just sharing an honest feedback so that things can improve and get back to old standards :) Would also like to put a good word for Harbhajan in Dinning, he is a treat to talk and a person with exceptional service and humility.  Our feedback is just for improvement and not in terms of any disappointing bad experience.  Always been a Happy Customer with Hyatt. Cheers!",4
"This is our second visiting and we had booked one of the higher end suites. We faced a few issues with hot water etc and some service issues. But at the end, they rectified it. Good for a short weekend break. ",4
"Allow me to start by saying that this is one of the best hotels i have ever stayed at. Its design is very luxurious and artistic and yet the Indian hospitality essence is everywhere. All facilities are good, the restaurant for breakfast is really great. The staff like Harbhajan, Deepak and harshit have been impeccably trained and deep rooted with the service moto that they will tend to for every need of yours with a warm smile that was clearly visible behind the mask. Really great staff .",5
"I was travelling from jaipur to delhi and on my way back, I booked Hyatt regency manesar on a friends suggestion. To my surprise it was far better than I had heard. I was reluctant to go to the restaurant for the breakfast but then manager Harbhajn assured me off all the covid protocols being followed ensuring a safe environment was there to dine in. He was really helpful and genuine in his approach.  Also would like to mention for Deepak from restaurant who was really happy in serving us and very prompt.   Thanks to these guys who make us feel home away from home and get us back to such places.",5
"One of the best hotels to stay in, amazing rooms, delicious food over and above these the excellent/warm/humble staff. Special mention for Mr. Harbhajan, harshit and rhul.  The manager harbhajan took good care of us, i must people like these are an asset to such huge organisation.",5
"It was such a amazing Experience. I was there for 04 days and trust me I coudn't find any single negetive things. From check in to check out process I was totally pampered. My sincere Thanks to management for having such kind of employees. Especially Mr.Ajith, Mr.Mayank, Mr.Balakrishan and Mr.Ravi Thalwar the guys one who stolen my heart. Definitely a memorable experience after a long break (due to covid unable to travel last 06 months ). Surely Hyatt Regency will be my permanent designation for future visit to Delhi ..I will recommend for my freinds and collegues too.few pics during my visit",5
"We recently planned to visit mathura from Delhi and on the way, we decided to stay in a hotel where we never been to. Hyatt regency Gurgaon. But the experience which we got over there , is unforgettable. What a service given by one and only ISHANK. He is so guest oriented guy. Will surely meet you man again soon.",5
"I stayed last month , rooms are big and spacious and very clean like bedsheets and all there are no stains , I left my charger there thanks to Ankit Chauhan and Shankar Rai and the lost and found team for found it and sent to my home.",5
"Comfortable stay , spacious rooms , grand corridor,  kitchen district restaurant is very good. Food was delicious and yummy, thank you Ankit for helping in booking and making sure for my comfort stay .",5
The hotel is very good. The room and the bathrooms are extremly confortable and spacious. The ammenities are impresive. The breakfast is simply perfect with several options for foreigners. The restaurants inside the hotel are great. The staff very helpfull and pleasant. ,5
Good sanitization practices followed by everyone. Cleanliness of rooms is upto the mark. Every area they kept sanitizers which is convenient. Ankit from desk helps me to book my flight we got good deal via him. Good sanitization practices followed by everyone. Definitely recommendable for everyone to stay.,5
"Recently stayed at the luxurious Hyatt hotel in Gurgaon.  It was a much-deserved break to spend quality time and have fun. They have a great Staycation offer which includes breakfast and a meal (lunch or dinner), a complimentary guest room for kids, and much more which is going on. The Hyatt brand is offering increased booking flexibility and implementing the Care and Cleanliness Commitment. We had a great time at the luxurious suite which we got from a great offer. Everything was served at the room while we relaxed and had a great jacuzzi time and a great celebration for our special day. A must visit for all those looking for a great deal to surprise your special one.",5
It was an excellent stay at Hyatt Regency Gurgaon. Staff is very corporative special taken care by Ankit. Thankyou everyone for making my stay comfortable. I will come back again for sure to this perticular hotel.,5
"Hotel is well cleaned and sanitized , all Covid -19  measures are following there. Got awesome deal on day use booking food is fantastic. At Reception Ankit is very chivalrous and helpful. Will visit again 100%.",5
"I had a beautiful❤ experience, It was very great hospitality and staff was very helpful and co operative, it was really helpful, thank you very much Mr deepak deopa great good and great service, I would love to be there again,",5
"Amazing service, very good staff, room rate at very less price please go for it, Ankit from reception is very polite and careing .  Due to covid hotel is taking all possible aspects, and sanitizer which is very good practice.",5
We stayed at Hyatt Regency Gurgaon for a night on 26th. We travelled with our one year old child. The stay was great.   The rooms are very spacious and the over all their service is excellent.  I'd like to mention a few people who ensured our stay becomes a memorable one. I'd like to thank Shujita and Deepak from IRD who took care of baby food needs so well. I was initially stressed about the same but they along with the chef ensured the food as just like home cooked food.   Another person I'd like to thank is Francis from the Front Office department. He was very helpful.   The staff over all is very helpful especially when it comes to making special arrangements for babies   Our stay was truly a great one. Thank you everyone at Hyatt Gurgaon.,5
"Food was delicious 😋 service was amazing thanks to Mr Deepak mr Himanshu,mr Rishab ,mr Amit, Mr nilanshu this is my first vist in this hotel we really enjoyed , thanks to Mr Vinay chef and bjeet chef , once again thanks Hyatt team . See you soon",5
"After COVID19 came to our planet, everything changed for good and for worse.   Me and my partner wanted to get away from the mundane chores of life. A break was required!   So, my partner suggested Hyatt Regency and without any second thoughts he booked it. When it was time to check in, the reception staff was very kind. They upgraded the room to a suite at a nominal price. Breakfast and lunch was included.  The included meals were heavenly. Even amidst coronavirus, the food selection was quite elaborate. Presentation and quantity were spot on.   The suite room has a massive jacuzzi. It is the perfect room for a couple. All Covid 19 safety measures were taken care of.   A lil tip: biryani can be improved. Rest everything was brilliant. Veg salt n pepper, chilly chicken, dosa,",5
Amazing experience loved the food and service . Thanks to Depak for making the visit memorable will definitely come again!!! Kudos to everyone who is working hard in this pandemic to make sure everything is safe and well taken care of.,5
"Excellent hotel with excellent location located ,extremely clean & comfortable . Upon arrival we were warmly welcomed by the friendly reception staff MR.parveen ,he  makes our trip more interesting with his advices & tips about the city ,restaurants bars in gurgaon. Would definetely recommend this hotel to everybody! It's a true sample of excellent hospitality. Thank you againMR.Parveen for going just that little step extra for the guests!!!",5
"Awesome service and room was nice.  And also food was very tasty. And really Amit, Sadveer, Himanshu, , Harshit was very helpful and very polite. And i wanna visit again with my family .thanks for the wonderul service.",5
"I visited last month at Hyatt Regency Gurgaon and felt there was Gud service overall, neet and clean staff also well hygiene and  special thanks to MR. Shankar for helping on reservation and other particulars.",5
"I went for a conference in Hyatt regency Gurgaon for 3 days it was very good experience staff was very cooperative event team is so quick special thanks to Himanshu and Harshit they both are doing great job, chef Poonam and all kitchen team.  Thanks for everything I have a very great stay.",4
Fantastic property at Gurgaon Haryana.  Food was excellent staff very frendly.chef sanjay and Rajat Gajender all chef are very good caring .chef sanjay is best person who attend as a family. Thanks hyatt,5
"We ordered food for home delivery. The food and service was very good, we liked the taste and packaging. Food arrived on time as promised following proper hygiene as per COVID-19 guidelines. Overall very good experience with Hyatt.",5
"Luxurious property on NH8 highway.  Both business and leisure purposes. Located just next to manesar toll, its got a very easy address. The highway view rooms are just breath taking, especially when its raining. Front desk is cooperative. Overall rooms are spacious and beautifully designed. Washrooms are its strong area You just cannot have enough of it. They're super spacious and Luxurious you might end up spending a lot of time enjoying the shower and tub. The suite room has 2 washrooms, one for the lounge and the other for bedroom. I highly recommend this property if you're looking for a stay near Gurgaon around NH8.",5
I had a great stay in Hyatt regency today all the staff and services were very good. Special thanks to Mr Umesh for upgrading and decorating the room and Mr Praveen to help me to check in keep up the good work,5
"Breakfast was great service was amazing I specially thanks to mr deepak singh he served me nice food ,great service, and my dinner also great fabulous, thanks to mr rishab kd manager this is my 3stay in this hotel once again thanks to mr deepak",5
I jus loveddddd the stay.. So clean safe and comfortable rooms.. Special thanks to Ms. Jyoti.... So cute friendly gal thanks for that special sweet gesture..  if anyone is going to stay thr must try desert and Chinese food.. Soooo yum.. Chef is awsm.. Tha ka for making Fresh Birthday Cake.. Hope to visit and see you again..,5
"I had a lovely experience at this property !! Booked the Regency suite - king for 2 nights as it was a special occasion and indeed they made it special !! the room was decorated with balloons and towel swans and presented us a freshly baked chocolate cake which tasted heavenly! The check in was smooth which made an impressive start. The property is beautiful the long driveway, lush gardens and swimming pool it’s as big as a resort. I had access to the regency club lounge for private breakfast and evening cocktail hours. It was nice and cozy with a limited number of guests. They served wide range of IMFL and savoury snacks,nuts,cheese platters & desserts too. The suite was massive !! having a living room complete with a guest bathroom & Bar, the master bedroom divided by a wooden",5
We booked the hotel at very last moment as the other venue got cancelled. Hyatt really helped us from all possible perspective at their best. Arranging everything at last moment was really a trouble.  Recommended!!,5
"Great hospitality by Mr.Shankar, Mr.Mayank and Mr.Deepak. Good food, polite staff, good ambience and safety standards up to the mark. Rooms are also very clean and spacious. Totally recommended to all.",5
"i enjoyed thoroughly , the staff was very good specially mr.vishal ,ms.jyoti and mr.deepak  they were very helping . it was a pleasant weekend , moreover the food was excellent and i will come again for chilling.",5
"Premium property, outstanding service. The rooms were large and well quipped. The bathroom is done very tastefully. Great job done by housekeeping services for cleaning our room twice in a single stay.   When it came to the food, we were spoilt for choices. We ordered chicken caesar salad, chilli chicken with bell peppers, veg pizza, rogan josh, butter chicken, dal makhani and paneer butter masala. It was served in a pantry with very heavy cutlery.   The hotel met all our special demands including ice bucket, tonic water cigarettes etc.   Furthermore, without even requesting my vehicle was cleaned before our checkout.   Special thanx to Mr. Amit Kapoor(reservations), Mr. Deepak and Mr. Himamshu(F&B).   Note:The breakfast spread definitely needs an upgradation.",5
"As crazy as it may sound, a bunch of our friends decided to go for a long drive and experience a relaxed staycation over the Independence Day weekend during these uncertain corona times. Contrary to all our apprehensions, the experience was super smooth, safe and enjoyable. We had availed a special offer which included two meals and late check out till 6 PM which was actually the best part. The staff ensured that our experience is as close to normal as it could possibly be. The room was neat and clean. There were constant sanitisations, proper checks And complete compliance with the government’s directions.   Last but not the least Special credits to Mr. Amit Kapoor for customising the offer per our requirement and handling all our concerns even at odd hours. Also, Mr. Deepak",5
Ishank at reception again made it. This guy never disappoints you when it comes to hopitality and care to guests. It's always love to visit Hyatt. He has made this hotel one of  our favourite destination . Thanks a ton Ishank. See you soon !,5
"Very Good Cake, fresh and tasty provided by Hyatt, Gurgaon for my mother's birthday. The best part was they made a fresh cake and did not use any of the existing ones which added on to the experience, everyone loved the Chocolate Truffle experience.",4
"the food was amazing with a huge menu.everything tasted very good ..and staff was so humble specially mr.deepak who served us really well.kept very good care of us ... and thanks Mayank takkar , amit and abhikesh paspola",5
It was a great stay. I loved how it was not too crowded and sanitation was on point.  The room was perfect like always. I want to thanks Mr. Ishank who checked me in. He was really helpful and warm with his welcome. He made sure all formalities were quickly completed and also helped me find the room I specifically wanted. Thanks a ton.,5
"The facilities are super clean, the reception area well lit and the staff polite. Amazing food and service. location and rooms were very nice and I liked it.. special thanks to Mr Vishal for remarkable arrangement.",5
"Had a great stay with Hyatt regency gurgaon,   thanks to vishal malik duty manager,  ishank at reception made our reception wonderful.  Shobha ram and virender also greeted us and showd us an example of hospitality",5
"“Srijita from in-room dining was very soft spoken,courteous and very helpfull and Sandeep from guest services was very helpful in all the services which made my stay a comfortable one.”  The hotel also had taken all the necessary precautions for covid 19 sanitation and cleanliness .   “Awesome food services everything was perfect room size was good proper arrangements for guest to wait till the confirmation of the room everything was perfect and nothing u can say is missing.  Ashvij Shetty .",5
