Review,Rating
"Class apart A very good ambience, great taste, excellent service in all respect, centrally located, care taking.lovely rooms, superb cleanliness, love to be there again and again for professional as well as pleasure stay.",5.0
"Quality of food is poor and serivce is not good, the staff have casual and poor attitude. The food ordered in Machan restaurant was served cold and they subsitute their fault with free deserts. Never expected this with Taj hotels. ",1.0
Wait for Taj to upgrade this hotel.  There are other great choices in the area.  The rooms are really beat up.  The bathrooms are so outdated.  The Taj service and workers are still trained the Taj way it's just hard for them to compensate for the subpar facilities.  ,2.0
"Taj mahal at mansingh road is the name of luxury and comfurt. Artisticly designed and crafted like a piece of gem. The domes in lobby, the stone work, the marble staires every thing was up to mark. I like the art shop most. The only thing need to improve is the food and interiors of the Machan. Break fast was fantastic in Ming. Stalf and services were xceelent as usual as in any taj property.",4.0
"As always, Taj hotels are excellent. As I say, they take good care of me and I know if I book tours or cars they will be excellent. My entire trip to India was booked at Taj locations. You can’t go wrong with Taj. ",5.0
Rooms were comfortable and extremely spacious with greater ambiance and excellent service. and very courteous staffs.  Staffs were very friendly and overall it was a great experince Good location and good clean room,5.0
Not much else can be said - sheer luxury. What an amazing hotel and staff. Walk 10 minutes and you are in a different world so messed with the senses. Nice to have a smoking room so you can have a cigar and a brandy to unwind. Highly recommend this hotel.,5.0
"We stayed four nights at the Taj Mahal Hotel and enjoyed the facilities very much. Several positives including plenty of bottled water, plenty of towels, excellent service and restaurant staff obliging as I am gluten free. We had very good food in Rick’s and dined for two nights after long touring days and needed a light meal. The only criticism is that our bathroom was very tired. Despite the above I would certainly recommend this hotel.",4.0
"The ambience of the hotel, the upkeep of rooms, the promptness at all service desks, the quality of food, etc. are all of highest standard with a touch of royalty & elegance. The management has successfully paid due importance to customer delight.",5.0
"Every time I stay at this property, it attracts me more graciously. right from the check in process to till the time you leave this property, just will love everything out there. say it room space, dinning areas, bar just everything i loved here.",5.0
"*Everything is wonderful starting from facilities to services.  *Despite the pollution in Delhi, your stay in this hotel will make you forget everything outside.  *Beautiful swimming pool, best services above all.",5.0
"It was suggested to me that this hotel was a good choice before i booked and that comment has been confirmed. From the very moment I arrived, when the taxi door was opened for me, through my entire stay at the hotel I was treated with the utmost respect as a valued guest.  Nothing was too much for the staff, they were always there to do anything for me, holding doors, carrying bags, even pressing the button in the elevator.  The rooms are very comfortable, well maintained, with lots of amenities. The facilities provided by the hotel missed very little and whether you wanted a spa session, a massage, a work out, shopping therapy, currency exchange or just a beer it was there.  (outdoor swimming pool was a little cold though)  I don't need to go further, except to say, if you have",5.0
This is my fifth and sixth time at this Hotel-staying twice in October/November. The staff are all amazingly helpful.  Special thanks to Nikita.  The hotel is in great location in New Delhi.  Highly recommend!,5.0
"this is one of the best places to stay in the world. The staff are wonderful, thoughtful sensitive.  Home away from Home.  Food is great. Spa is wonderful, service is exceptional. i have been staying here for the last 15 years.  Travel services and Concierge are wonderful.  ",5.0
"We spent two separate nights here.  The first night we were lucky enough to be upgraded to a room on the 8th (Club) floor.  The room was good, but the advantage of having access to the food and drink on offer in the Club Room together with breakfast served in the morning made this rating of 5 stars deserved.  However, on our return a couple of nights later we had a room on a lower floor and felt the rating slipped rapidly down to 4 stars, due mainly to our experience of the Indian restaurant.   The food was of a reasonable standard but the service was slow despite not being very busy, and the music was intolerable - unless you like hearing the same Richard Clayderman track played back to back for an hour.  We were told it was not possible to stop this music as it was being piped",3.0
"While  staying you will have a numerous service encounters be at reception , concierge , room service , House keeping Gym a lot more , I am impressed with the way Taj deliver the services , Rooms are very tidy,  this time I had dinner at Chinese restaurant ,   I must recommend the sticky rice with vegetables in lotus leaf  , a delicious one",5.0
"It’s currently in renovations but still very comfy, food is great, service is amazing, restaurants are well rated as well as the amenities and pool, spa, etc. I attended a conference and stayed there so it was convenient for me, jet lagged to go downstairs to attend and take a quick rest during the day. Breakfast buffet highly recommended.",5.0
"We visited the Taj Man Singh Delhi on three separate occasions as part of our family trip around India and each time it has been delightful.  The first time Nikhita checked us in and kindly upgraded us to club level and gave us a room with a larger bathroom which is always appreciated when three adults are travelling together. There are a lot of toiletries!  On our first return, Dinesh swiftly checked us in and, on noticing that I had a severe cold, he arranged for hot water, lemon and honey to be delivered to our room.  On return to the hotel after dinner we went to the lounge for tea. Amit was very helpful in the lounge and when I left early he gave my family two cups of hot toddy for me to have. This was totally unprompted and extremely welcome.  Breakfast the following",5.0
"What a wonderful hotel. The hospitality here is second to none. After a long day of travelling Nikita checked us in and upgraded us. We then had dinner and met Banti, who was such a wonderful waiter. He really went above and beyond with his service. In the Club Lounge, Sanjay Kumar was also great and so accommodating. Overall this was a wonderful stay, we ended up extending our trip here as the experience was so wonderful and will definitely be returning in the future.",5.0
"I am currently staying here on business. I constantly hear construction noises right above me. However, I was told that the construction is happening 6 floors up and changing my room would not solve the issue. I don't believe any of it....but how do you deal with a deceitful response like that from the front desk. At this hotel, I sense no genuine hospitality. I think you can do better within the same budget.",2.0
"We appreciate Taj hotels hospitality and humble staff. Would strongly recommend to visit taj mansingh for Liesure and business stay, v prompt service, I have been visiting almost major five star properties in india but no one can beat Taj in hospitality, my regards to management and Lee it up 👍👌",5.0
"The Taj is a great hotel. The lobby is spectacular. Staff were excellent. Ricks Bar was a little noisy at the weekend (music not people) but generally it was a great place with great staff. Food in the hotel dining areas was delicious. Room was good. The only thing that was disappointing was the wifi. I couldn't connect in the room and despite offering it never got sorted, so I could only connect in the Lobby or Restaurants. Otherwise a great stay at a great hotel.",4.0
"The Taj hotels are the first I have ever been to in my life, it’s where my father would bring me for bulls eye and a milkshake, it’s also where we would come to celebrate every special  family occasion. I have decades of memories related to this place and I love it! What makes Taj special is the hospitality, warmth and service.  However recently at a large family lunch at the top most floor I noticed the staff standing in groups, chatting away. Then they would disappear and the service would slow down and finally at the end of the lunch they crowded around for tips!!  This has never happened in our years of going to the hotel. And it was visibly upsetting because of the numerous family visiting from outside. I personally would go to here because they are so accommodating and",4.0
It’s a wonderful property and service is par excellence  What impressed me most was the hassle free check in services. They have a wonderful restaurant Varq. The other asset of the property is its central location and proximity to Connaught Place  Do visit if at Delhi ,5.0
Great service. Breakfast was excellent. Very friendly and courteous staff that went over and beyond to help. My only wish is that the well to do locals show some respect to the staff as do the Westeners. ,5.0
"It was business travel but all comfort levels were such that never felt stressed. work was easy to accomplish as everything else was taken care of by superb quality of service by each and every staff at every level. Room had a view also of the pool, city, expansive sky. It is worth staying as near to all highlights and walking distance is Lodhi garden. Food, bed, cleaniless were so good hard to suggest anything more. ",5.0
