Review,Rating
"Right from the first mail from Reservation Desk confirming our bookings to the time we got dropped off at the Airport, every detail about our vacation was very well taken care of... Be it Airport transfers, room selection / upgrades, menu selection, giving tips on how best one can spend their time while at Udaipur.   The way everyone plays their part in creating memorable experiences for the guests is just amazing. The experience called 'Tajness' just grows on you.  Special shout out to Surinder and Gaurav and for making our time very memorable.   While I have been a true loyalist of Taj Hotels for many years, having stayed at many of them across locations, this trip stood out to be the best by any measure.   Thank you, one and all, for making it so very special.  Wah Taj!!!   ",5.0
"This was the first time I stayed there, but definitely not the last. Not only was the palace property breathtakingly stunning, the staff was overwhelmingly hospitable and went above and beyond to make our stay one to remember. The food was also really good and we never left feeling hungry. No two minds about where we're going to stay the next time we are in Udaipur!  Staff names I remember: Ayush, Anil, Narendra, Siddharth, Kaustav, bar staff (forgot his name). I really think every single staff deserves a mention but unfortunately I don't remember all their names.",5.0
"Location is simply outstanding. You cannot get a better view than this hotel in Udaipur. Plus the tag of Taj which gets added raises your expectations after visiting so many of their beautiful properties globally. But, it all ended right there.   A beautiful boat ride from the Jetty to the hotel and a smooth check in  with a royal welcome simply  put us on top of the world when suddenly we were pushed into a state of shock when our rooms did not get ready till 5pm after long drive from our homes.  It was extremely disappointing to see this when we had planned to do so much in that one night of stay in this Taj property.   Pigeons have created a havock in this property and the poor staff is just busy cleaning their litter all around and some portions of the hotel are smelly too.",3.0
"The location is amazing and the experience is memorable. Right from the boatman Chandan to the Welcoming Usher Bhagwaan ji, to Siddharth from reception to Raag and Ravinder at the restaurants the people were exceptional. We were happy to see the familiar Apple pie with Cinnamon Ice cream. The upgrade to Lake View told us what we would have missed otherwise. The place is clean and our requests were attended to even at odd hours. We liked the fact that there at multiple seating spaces across the hotel and one would love to click pictures everywhere. It was hard to reach this place. There was some construction going on due to which the narrow lanes of Udaipur were not the best to reach the jetty. The menu at Lunch and Dinner were almost the same, which could have been made better",5.0
"A beautiful and regal place. The staff rightly announce ""Welcome to the Palace"". The whole island is the Palace. The rooms are bit on the small size, but it is more than made up by the great food. Food is simply outstanding. Service is impeccable. The team provides out of this world service but would like to mention three people specifically; Ms. Rhea from the front desk, and Mr. Nikhil  +Mr Raag from the restaurant.",5.0
"We stayed at the Taj Lake Palace Udaipur for our anniversary, and were honestly underwhelmed by our stay. To begin, the property is beautiful, and the staff are very polite and courteous. We availed of the 4D offer, which includes all meals. The food at the restaurants were great, and the service was impeccable (Kudos to the restaurant staff, sorry I forgot the names!). Check in was smooth, however we were given the room only after 3PM (Check in time being 2PM). The room was beautiful, albeit on the smaller side. But that is okay, since you are in the middle of a lake! The hotel has many terraces and ""Jharokhas"" to sit in and appreciate the lake views, which truly made a wonderful experience.  Now coming to the slightly disappointing experience. We checked in on the day of our",3.0
"People at Lake palace make the difference , The royal luxurious rooms are perfect to relax and enjoy the views it offers.  Food , perhaps the best food offered in Udaipur at any place, every dish has authenticity and sinks down as memeories.",5.0
"Let's start with the more obvious stuff. The hotel was extremely pretty, and the staff was courteous. Check-in was a breeze, and our rooms were beautiful, albeit on the smaller side, despite them being Palace Rooms. Also of note, was the ambience and the general vibe of the hotel. The vast open spaces and live flute music (yes you read that right), made it a very relaxing location to spend the better part of 4 days in. Coming to the service, we were served by Nikhil at Jharokha. He went above and beyond his responsibilities to make us feel comfortable. From the second day, he understood our palettes so well that we loved every dish that he recommended to us. Also from the restaurant, Raag provided impeccable service and made our trip worthwhile. Something I did not expect,",5.0
"This property is an experience that made our stay magical. But as the saying, 'it's the people that make the place', the memories were made for us by their staff who overdelivered. A shout out to AYUSH for the bespoke service. Also a huge thanks to Sidharth and Narendra. ",5.0
"Our stay at Taj Lake Palace has been one of the most beautiful experiences of our lives. I arrived with my parents to Taj and from the beginning and until the end, everything was just perfect. We received a very royal welcome with rose petals being showered upon us. The staffs at the reception were so warm and approachable. Mr Sudarshan (if I may remember his name correctly) accompanied us to our boat on the last day to bid us farewell. It was such a warm and homely gesture. The food was outstanding. The staffs make you feel at home. They catered to my families varied taste by asking for our preferences. They took care of us as if we were their family. On an unfortunate day, I happened to fall sick and they kept asking if they should prepare something so that I can feel better.",5.0
"Taj has always been known for their hospitality. Amid current pandemic, staff has been quite courteous with all challenges . A palace in mid of a man made lake , a grand stay which can give you a feel of Royal family . Special mention to Anil and Abhishek (Jharokha restaurant) , Anil gave a feeling of being home , all the food needs were considered ,polite and humble . We ate so much during lunches that we couldn’t eat dinner , pun intended ( thanks to the hospitality which gave a personalised experience) A must place in India for Luxurious stay .",5.0
"If u will go to Taj lake palace the phrase home away from home  is truely justify. From the entry point to boat ride to hotel to food, the folk dance are unparallel. Special thanks to sudharshan and his colleagues(front office), ayush, ashishek, raag in restaurant and the other team hotel staff for there wonderful hospitality. The person standing for welcoming at entrance gives you feeling of Maharaja and Maharani. All the staff of Taj lake palace are very polite, soft spoken and caring. Thank you for making one day of our life so memorable",5.0
"I arrived with my wife and to our surprise were welcomed by showered rose petals. I would like to appreciate the staff who was extremely courteous and approachable and guest centric that it felt very comfortable. At the outset, I would like to thank Mr. Mohanchandran, Mr. Ravindran and Mr. Vyas for a wonderful stay. Further kudos to the team on site including Navneet, Anjali, Rhea, Iti, Narendra, Sameer, Iqbal (sorry if I missed anyone). We were in awe starting from the seamless checkin experience till the time we checked out with a beautiful scrapbook personalised and created for us. Needless to say that the accommodation, restaurant service and housekeeping were impeccable as well to ensure an overall amazing and satisfactory experience.  We look forward to stay another time",5.0
It was a great dinning experience by the lake during covid time Ms pooja at shish mahal was very helpful and went put of her way to help us in getting back to our hotel . She recommended us to have lal maas  It was a great experience having dinner by the lake and the lal maas is highly recommended. Also Anil at shish mahal was a delight and aprise us with the local places around ,5.0
"Everything is amazing as i was dreamed to be in this place  thank you all for exceeded my expectation ,the majority of the staff are absolutely amazing, work extremely hard, and cannot do enough to help you.",5.0
"I have been to about 25 countries and many places within India but, the experience of this Taj is out of the world. From entrance (shower roses on arrival) to exit (hold an umbrella on your head) they go out of their way to provide an experience that is worth every penny.  We were a group of 9. Each of us took a different view room. And totally enjoyed the life in every room to the fullest. The food is like no other place we ate in Udaipur. Finger Licking good. I already miss our time there.",5.0
Its such a wonderful experience really.  Property is Amazing here staff here chef here housekeeping is also gud. Mewar terrace dinner is best experience ever. Heartily Thanks to Ayush Jain n Chotu bhai for Making My ANNIVERSARY THE BEST.,5.0
"Excellent stay. Services and staff are outstanding. Spl Kudos to Ayush in the restaurant who was extremely vibrant with the guests and the way he looked after us is highly appreciated. Covid has impacted the tourists but Taj has maintained its living standards. The standards in restaurant need upgradation. As of now they are giving limited menu and tourists expect a unique and outstanding quity of food, at least equal if not better than the value for money. Simple things like pre-cooked tea, average taste in veg and non-veg dishes. What was surprising was non-availability of common medicines like Omeo. Firstly the reception refused having any first aid box and non-availability of doc. These facilities are bare minimum that I as customer look fwd to. It would not have mattered if",5.0
Me and my wife visited Taj Lake Palace in November 2020 for to celebrate our first wedding anniversary. Everything was crafted to perfection. We had our private dinner with absolute delicacy. Special thanks to Nikhil Jain and chef who made our dinner and special day absolutely memorable.,5.0
"Celebrated Christmas at the Taj Lake Palace in Udaipur, in true sense it was a beautiful experience. A special thanks to Abhishek, he took really good care of us, from serving us such mouth watering food to advising us on where to go next for our road trip.  Thank you so much Abhishek  And thank you so much taj lake palace for such a wonderful experience.",5.0
"Had stayed here when was in Udaipur over Christmas. The staff was too kind taking care of all our requests. The view from this place is absolutely unbelievable. While there are various top notch hotels in the vicinity, there can’t be a better place with the view this island palace offers. Definitely recommended for anyone looking to unwind themselves.",5.0
I was always worried of the pandemic ruining my family vacation. However the hospitality and the safety of Taj Lake palace is awesome. You remain jn your bubble and yet experience the regality and wonders of Udaipur. ,5.0
"We had a wonderful stay. Such an exotic holiday. Taj hospitality is amazing. Most recommended. The stay,the food, the sight seeing, everything was so well arranged. The Staff is extremely helpful n polite",5.0
"This place is everything you expected and then some more!  The staff are out to delight you at every turn and they succeed. The rooms are impeccable and the restaurant food is perfect.  We took the sunset boat ride and it wonderful. Our boatman was knowledgeable and enjoyed showing us all the sights and sharing stories.  The evening entertainment is really good - singers and dancers are brilliant and the setting takes you back to what it must have been like in the days when royalty lived here.  In particular, Abhishek and Nikhil in the restaurant were outstanding in their attentiveness and recommendations. The earl grey whiskey Sour and the Smokey cinnamon cocktail are spectacular. The housekeeping staff was excellent - Mahendra was really helpful with everything.  All in all,",5.0
"I stayed at taj lake palace on my two days visit to udaipur in December. view is awsome,  staff is very good.  and folk songs in evening are awesome. Taj is good for two days visit .  For dinner there are very good eatries nearby lije ambre and upre                                                                                                 ",5.0
I did Visit This great property as location pure heaven cuisene just fantastic staff always ready to help you G M Mohanchandran takes personal care of hygiene and comfort of its each customer in winter and monsoon and even in summer just beautiful,5.0
"We were a group of two couples and two kids and stayed in palace room from 17-21 Dec.  This one is right off the storybooks... a dreamy iconic palace 270 years old in the middle of the lake with stunning vistas on all sides particularly of the city palace.  The palace is really well maintained despite the restrictions around heritage structures. We could see artisans regularly touching up the minute carvings and delicate wall arts.  The folk dance in the evening was nice. With the pool and spa closes and a very basic gym there wasn't much to do at the palace. So wouldnt recommend more than two nights particularly with kids till the restrictions ease.  Jit from the bar made some outstanding cocktails and customized for our requests every evening. Jit, I am already feeling",5.0
Services were very poor and the air conditioning were not working and they never did anything about it I spent my afternoon making complaints and only answer received was very sorry for it and even spoken to the manager on duly,2.0
"took the plunge to go out on a short break [ especially taking a flight ] to udaipur last week decided to stay in one of the most loveable location and property . we have been to lake palace many a times and were sure about them manitaining  the best of hygiene standard and top notch service and they exceeded expectations in all aspects . The attractive offers going on in all inclusive rates was the icing on the cake Kudos to the front office team lead lead by Rahul Mehta for the warm and special welcome ,the energetic and polished Resturant[ F&B]  staff and the outstanding house keeping . Great job and thank you  Mr Mohanchandran for making our visit memorable once again.",5.0
"A beautiful experience at Taj lake palace, from excellent hospitality to delicious food everything has a personal touch. Every corner of the palace is worth an Instagram. Beautifully maintained, Safety and hygiene was their utmost priority. A special shoutout to Abhishek, Ayush, Sandeep and Raag for making our stay most amazing and memorable one.  Thank you so much for everything.",5.0
"It was an excellent stay.. we had come to celebrate my birthday and must say it was an amazing experience.... everything and the services they gave was beyond expectations... the food was amazing... they also catered to every special requests... an amazing food experience along with great view made it a perfect place to celebrate our occasion..... special mention to Sandeep , Ayush , Abhisheek and Raag for personally take care of us and making this trip a memorable one !!! Have suggested my family and friends to must visit here ....",5.0
"Excellent hospitality, serene location , originality of palace is still maintained , loved the special dinner in the midst of lilly pond with the family, the boat ride is also a must do and finally food at taj needs no mention, super as always ",5.0
"One of my best experience in Taj Lake palace n it was made more special by Unique dining experience specialist Ayush! Had wonderful time!every thing was at its best stay,palace, service, food and over all experience! Hoping to visit soon.",5.0
"We have visited our beloved Taj Lake Palace Hotel for the 5 Time. It is our absolute Dream location and once again we were as happy and satisfied as the last 4 Visits. The wonderful positive vibes as soon as we came out of our wonderful boat and the warm Welcome with rosepetals and  absolutely gorgeous Entree’.  Our room was a once in a lifetime dream come true Ambience , the Khushi Mahal and it literally made us sooo happy.The morning Sun with colorful glasses wishes you in a rainbow  In your room manner.It was absolutely mind blowing moment.  Morning Flute music is the absolute perfect start in an amazing garden. The whole staff is very friendly and helpful and nowhere in the world you find such wonderful people with their warm hearts always ready to help you. The food is also",5.0
Heartfelt welcoming with best hospitality ever experienced. Treatment like Maharaja with utmost care taken for hygiene and sanitization. Immaculate arrangement of the decors and Courteous staff. No doubt Taj is one of the best hotel chain. ,5.0
"This place is a treat for every traveller. Right from the check in process which was very well handled by Mr. Rahul at the reception along with Valmiki and Mr.Vasant , to the requirements during our stay was very well taken care of.    Mr.Surenderji ,the f&b manager went out of his way to provide us the top most level of satisfaction where our meals were concerned as we had taken  an all inclusive plan. He gave us a warm welcome when we arrived and made sure he was around wenever we needed him. They made everything we had asked for specially for my daughter who is 2 year old but they made sure that her diet requirements were taken care of .  I had come here to celebrate my anniversary so they made sure that I got an upgrade to the royal suite and they also provided me with a",5.0
"On the positives , The hotel is a Beauty , and and it has unparalleled views of the lake and other palaces around it , Good hospitality by staff , Dont expect huge rooms and bathrooms , But the overall ambience of the rooms is Great. Awesome cleanliness and aroma at the lobby   and I have visited Taj ganges @ varanasi , very recently , Compared to the taste and quality of food i experienced there , This property is no where near to that , and except for the breakfast , Lunch and dinner the food can be termed as bad, and we have tried almost 3/4 th of menu searching for a perfect item, and only the Gatta curry , and kachori at breakfast are good",5.0
"We recently celebrated our 10th anniversary at Taj lake palace. Right from the warm welcome at Jetty to taking care of every small need was exceptional. To name few are Sudarshan, Navneet. Ghangaur Boat ride one must try. It’s once  in a lifetime experience. The historical touch to the ride by Mr. Chinmay Dixit was outstanding. Thank you One and all for making our stay and anniversary celebration truly exceptional and worth remembering for lifetime.",5.0
"The whole stay from check in till check out was just splendid. We checked in on the 1st of December and we stayed there for 3 nights in total. The rooms were properly cleaned and keeping in mind the COVID factor, all members of the staff were taking proper precautions. A big big thanks to these members- Abhishek, Nikhil, Senden and Hemant. They made the whole dining experience so comfortable and homey. They all made sure that since we’re here for 3 nights we should get the taste of different cuisines so we don’t get bored, eating the same food again and again. My mom and my sister wanted to have traditional Rajasthani food, so they arranged daal bati churma with keema which was so delicious. For the next days, we were given Chinese, Italian and Thai. Which was just",5.0
"Thank you - Sudarshan , VInod , Jit , Ayush and each and every member of the taj team for making our anniversary special. This was my second visit to Taj Lake palace and taj holds a special price in our lives. ",5.0
"We had the most memorable experience at Taj Udaipur. We were offered an upgrade to a suite at a very attractive price. Be it with the concierge, palace service or the Jharoka restaurant, everyone at the place went beyond what’s possible to make our stay extremely comfortable and royal. The property is well maintained by Taj, a group that is second to none in this area. Our profound gratitude to everyone at Taj for making this an unforgettable memory.",5.0
"A dream come true. Have been to Udaipur many times but the only place that truly captures the beauty of this place is the lake palace. Sheer poetry, each moment. Huge shout to Rahul for making this happen!!!",5.0
Amazing location and hospitality. Rooms were extremely comfortable and the staff was very very warm abs welcoming. Each and every meal was taken care off and staff was very committed to give best services at all times. Special mention for Abhishek and Vinod at Jarokha restaurant. They both took really good care of us. ,5.0
"Just checked out after a couple of days of stay at the Taj Lake Palace hotel and all i can say is that it was the most memorable experience. As a surprise were upgraded to the palace room with balcony which had full view of the lake and jagmandir. The complete experience from the food, staff behaviour, service, the entire experience was amazing. special thanks to the chef Babu and the manager Ayush at the jharoka restaurant for the great service. Can't wait for the next visit.",5.0
Surprised my parents with a stay at Taj lake palace. Everyone in the team made sure that we have a memorable time. Book yourselves a life time experience now. Thank you team taj lake palace for amazing service.,5.0
"Great property located in the middle of lake pichola !! Highly advice to take lake rooms to enjoy the property. Food, Ambience and Service of Jharokha restaurant was the highlight. All the staff members had put on the mask and overall we had a safe trip. Checkin experience could have been better. Was very crowded as a large group from the wedding was checking out. Tour of the hotel at checkin was also quick and robotic and we were not aware of many good spots on the property, sunset views, etc. until one of the staff member guided us later in the evening.",5.0
Always preffered and stayed at Taj properties with very good experience but this is Worst Taj property. Lack of service at every level from reception to restaurant. it seems trainee staff placed at best property,2.0
"Lake Palace. The name says it all. Its a mini Venice in India.  Iconic palace, birds, greenery in the middle of the lake, hardwood rooms, silverware...all of it makes you feel like kings and queens.  Most people praise the local cuisine but I would like to specially praise their continental/European cuisine.The gnocchi is to die for, its made better than most places in Italy.Fresh smoke salmon in the middle of the desert is a testament to the standards of Taj.The lamb burger by In room dining was simply scrumptious.  Food and Beverage service by Mr Ajay is exemplary.The 007 drink at the bar served in silver goblets is truly worthy of the fame that surrounds it.  The only negative I would mention is the unprofessional attitude of the relatively inexperienced",5.0
What a experience and what a great property ti stay in udaipur. And especially the staff their service made our stay much more enjoyable anf relaxing. Especially Ayush in Taj thank you for such a great service till the time of checkout. Thank you Taj lake palace for having us and giving us such a great experience (:,5.0
"Taj Lake Palace is an iconic property. Been born in Udaipur, I always fascinated from far about this mesmerising structure in the middle of Lake Pichola. But never did I get a chance to stay inside. And for my 1st wedding anniversary, I decided that Lake Palace is the perfect escape for us, especially during the pandemic, away from the crowd and noise of the city. And I'm glad we were right. Taj's hospitality and staff is the best I have experienced so far in all my travels in India and abroad. They were very kind to give us a free upgrade to the Grand Royal Suite, which was a good 4 levels above the room we have initially booked. The food was delicious and you can blindly order anything on the menu and you won't be disappointed. Special mention to Anjali from front desk and",5.0
"An iconic, heritage palace hotel where the guests are royalty. and the experience begins upon a very courteous and efficient check-in.  The palace itself is very well maintained and our suite was splendidly regal. Beautifully decorated with a fantastic lake view. Get lost in all the history and of a James Bond film shoot or choose a spot behind the Lilly Pool, in the evening and hear the most melodious cacophony (oxymoron intentional) of birds chirping.   F&B was par excellence and drinks at the bar as well as by the pier highlighted the magical evenings.   ""Tajness"" or the warm Taj hospitality is felt in every spot at the property.",5.0
"We may fall short of words for the experience received during our visit to Taj Lake Palace from 20th November 2020 to 23rd November 2020.  Right from entry all the way to exit, every thing was made special. Hospitality top notch, food experience was more than perfect, Room comfort top notch.  Special thanks to below mentioned people: Anjali - Our Guest representative was very polite and humble. She was always ready to make our experience more comfortable.  Nikhil, Ayush, Hemant, Pramod and Kaluji - A deadly team of restaurant experience torch bearers. Nikhil made sure that we exhaust our brains to think about the variety of food and he made sure it got delivered on the table. Ayush not only has neck of making his guest happy with his food serving ideas but also photography.",5.0
Me and my husband stayed at Taj lake palace for our anniversary and the whole experience was truly magical. We had a private dinner organised on Mewar terrace and it was the most romantic candle dinner overlooking the lake Pichola. Vikram took care of our every need and was so focused on making our stay more than just perfect. We had a really great conversation with him about the history and culture of Udaipur. It was a delight to taste Chef Dhananjay’s food each meal was cooked for us personally by him and was presented to us in beautiful way. The housekeeping team too did a great job of decorating the dinner area with fresh flowers and real candles. With so much of history and beauty attached to this palace hotel we will surely visit it again.,5.0
Let me just start with checking-in was taken care by Deepshikha by giving us amazing tour of the property and of course thanks for the beautiful picture taken by you. Secondly I would like to thanks Abhishek Verma for taking care of us this amazing stay would not have been possible without Abhishek thanks for the amazing hospitality. Lastly Ayush for taking care about the food was served to us it was amazing your recommendations for orders were amazing thank you. One last thanks to Abhishek Verma you are a gem of a person. Thanks to taj lake palace for offering such n amazing hospitality. Hopefully will be visiting soon.,5.0
"The vidit to this lake palace was on my wish list since a long time , so I took a chance this Season on this weekend to explore this palace hotel. Absolutely stunningly located in the middle of the lake Pichola .. one can enjoy the morning beautiful sunrise and mesmerising sunset from the hotel common balconies and terraces...the food is absolutely delightful especially the Rajasthani delicacies are to die for... Would like to mention one particular .. mr Vinod from the Jharokha restaurant who is extremely talented is taking care of the guests and excellent in his job",4.0
"We all have that bucket-list of places we would want to visit in our lifetime. And if Taj Lake Palace Udaipur is not on yours , pen it down now !  This iconic property is a historical landmark in Udaipur - where the rulers/maharajahs of this city use to live.  Taj has fully managed to bring a taste of that opulent vibe and grandeur lifestyle  from centuries ago - to the property today. From the boat ride coupled with the rose petal welcome shower,  to the much acclaimed Taj service level - no stones were left unturned.   Whatever that is to be expected from a Taj property, will be met lavishly.   But for me , it's the pro-active service recovery offered on the spot that has won me over. After  a particular feedback, the service staff and management team ensure that the rest of",5.0
This is a very beautiful place and very clean and safe. I am really impressed and the food was very tasty. Very clean rooms. Thank you . Arrivals right from arrival to departure everything was so perfect and it feels like a dream ans my wife really felt like a Queen. Material thing can be perfect only by the human touch which matters the most. The smile the warmth the hospitality and the eagerness to worrk. Felt royality.,5.0
Amazing hotel kudos to everyone especially the arrival experience. Well coordinated at the hotel right from Badipal to the inside reception even at COVID times. The only downside of the arrival is the direction to lake palace. There are no road signage and google shows wrong direction. We booked through MMT.,5.0
We had a great experience in Taj. Delighted by the services and also very grateful for the staff to upgrade our room to a suite to celebrate my birthday. Food was also great and we enjoyed a lot. A must visit!,5.0
"Inspite of being a tough year for everyone of us, Diwali brought in joy, hope and colours every where. And spending that in one of the most beautiful properties in the country would be no less than a dream. So we decided that we would spend this Diwali in the Taj Lake Palace, Udaipur. And it was no less than a dream! Imagine this - amazing palace, royal treatment, great service, delicous food and some breathtaking views - i dont think it could have been better.   From the time we landed at the Udaipur to be picked up by the vehicle sent by the hotel till we were left at hotel -  i dont think there was every a moment where we didnt feel special. The welcome was with rose petals falling from the sky and the nice tour of the hotel. The food was amazing and the staff was always keen",5.0
"My husband and I spend the last week here. We were supposed to stay here for 3 days and then moved to another hotel but had to come back here to celebrate Diwali. We are so glad we did. Once you stay here, always everything else seems less, in warmth and in hospitality. The Taj Lake Palace, makes you feel like royalty. The hygiene, sanitization, and protocols are all in place. One thing that they have not forgotten and actually mastered is how to care for people. They are the kindest and most generous people I have met. They make you feel like royalty as soon as you get in till the time you leave.  Our rooms were always well cleaned and sanitized yet not overdone, so the fear leaves you finally after 8 months yet you are reassured at the Taj they will do all that is needed. We",5.0
"The beauty of Udaipur could be best experienced in Taj Lake Palace.The place lies in the centre of Pichola offering outstanding sights throughout.We are lucky to view such royalty of Palace and acknowledge the art of great Maharajas.Also the management and staff were so courteous and we could experience lavish amenities over there.Late night cake and a small gift added more beauty to our celebrations. We feel immense pleasure and are grateful to Taj for their great hospitality.Moreover, the cleanliness and chirping of birds were the best part.It was a total peace.",5.0
"Taj as a brand has always been synonymous with Indian heritage, culture and being at the very best of what they do, so it came as no surprise to us that we had the best time of our lives during our honeymoon at that Taj Lake Palace, Udaipur. Set in the midst of a lake is a monument so stunning that it transports you to the era of the Maharanas of Mewar, giving a glimpse of their lands, lives, customs and traditions. Right from the checking in to the tour of the property to the amenities inside, every experience and object is curated to give the very best of what Udaipur and Taj has to offer. While one can lose oneself exploring the nooks and corners of the Lake Palace, they also organise Rajasthani folk songs and dance performances every evening where you can satiate your",5.0
"Taj lake palace is awesome property ur staff is very humble especially Anshul garg, Rahul mehta, Abhishek bhatnagar... gangour boat experience was  beyond it was like heaven ... food was  not upto the mark otherwise everything  was Awesome",5.0
"Taj hospitality really does surpass expectations! We stayed there for my 50th birthday and every instance of it made me feel so special and celebratory. The management and staff are so friendly and welcoming. From the suite upgrade to a decadent cake and a birthday gift to private corners for dining to cutting a special brownie with the restaurant staff as a special gesture - I thought we were so, so pampered. But then the icing on the cake - we were invited by Pooja for a special photo-op at some of the photogenic locations at the Palace - (and there are many!) - on departure I was gifted a beautifully bound, handcrafted album with all the photographs! I  was just floored by the effort and the thoughtfulness. The Taj Lake Palace as a property needs no selling - it's",5.0
"Bang in the middle the pandemic my husband decided we should go for a holiday. I was quite reluctant but today am so glad we did go.  From the time we landed, till we left today, everything was taken care of and handled with such care despite us being in a pandemic. The pick-up from the airport, the jetty, the boats, the room - always sanitised and sparkling. Every staff member is extremely kind, helpful and go out of their way to fulfil all your wishes. At all times every staff member had their masks, shields and gloves on even if there was no one around. A big shout out to Rhea Sahni - thank you for answering my husband’s innumerable questions and for ensuring we have the best stay ever. Your kindness and humility is very inspiring. Nikhil - for taking care of all our whims at",5.0
The first trip during lockdown and the most memorable trip. Hospitality was the best. God and service were  flawless. The best hotel in the city. Please visit the hotel as the sanitisation and hygiene is the best. This is the original palace hotels in comparison to UDAIVILAS AND LEELA.  All safety and hygiene is maintained by the hotel.  The best chefs best food I have experienced especially from Kachori to the Lal mans everything was awesome.  I would like to mention Rahul Mehta Surinder Nagapal Chef Manish for the mesmerising experiences.,5.0
"Unfriendly staff, dirty conditions, not worth the money.  There are far better and cheaper places to stay than this unfriendly crap hole. Food wasn't that great and the accommodations were nothing special either.  0/5 stars",1.0
"In this pandemic year this type of experience is necessary for a change in the atmosphere, because of the prestige and price of this property not everyone can afford this type of leisure. At this time Indian citizen wants to go abroad but in our country also we have this type of environment beautiful architecture. SO WHY WE ALL WANT GO OUT OF INDIA? If possible I request to managing committee that in normal time, please make compatible packages for all kinds of people. So anyone can observe that how our ancient people live in that era.",5.0
"This was one of the best holidays trips we have had in a long time  The property ,the food ,the rooms everything is grade A + .  And the staff what can i say  If their is any thing which can be better then an A+ then i would rate the the staff with that  They aree too kind and tooo nice  Hats off to The Taj and the Tata group   The Tata group i would say has been successful in passing the traditions ahead  Hats off to  The Taj by the Tatas   ",5.0
